temp,count_original,count_0,count_1,count_2,count_3,count_4,count_5,
104.81000,2.87514,2.30961,0.00555,0.00000,0.00000,2.31516,2.87514,
105.21000,2.92509,2.31515,0.00590,0.00000,0.00000,2.32104,2.92509,
105.80000,2.98741,2.32333,0.00644,0.00000,0.00000,2.32977,2.98741,
105.54000,3.05278,2.31972,0.00619,0.00000,0.00000,2.32592,3.05278,
105.36000,3.11281,2.31723,0.00603,0.00000,0.00000,2.32326,3.11281,
105.91000,3.16281,2.32486,0.00655,0.00000,0.00000,2.33141,3.16281,
106.27000,3.20168,2.32986,0.00691,0.00000,0.00000,2.33677,3.20168,
107.51000,3.22986,2.34714,0.00830,0.00000,0.00000,2.35544,3.22986,
107.68000,3.24804,2.34952,0.00851,0.00000,0.00000,2.35803,3.24804,
108.12000,3.25727,2.35567,0.00908,0.00000,0.00000,2.36475,3.25727,
108.41000,3.25955,2.35973,0.00948,0.00000,0.00000,2.36920,3.25955,
108.27000,3.25818,2.35777,0.00928,0.00000,0.00000,2.36705,3.25818,
109.18000,3.25750,2.37052,0.01061,0.00000,0.00000,2.38113,3.25750,
109.79000,3.26196,2.37909,0.01160,0.00000,0.00000,2.39069,3.26196,
109.86000,3.27536,2.38008,0.01172,0.00000,0.00000,2.39179,3.27536,
110.57000,3.29986,2.39008,0.01299,0.00000,0.00000,2.40307,3.29986,
110.72000,3.33491,2.39219,0.01328,0.00000,0.00000,2.40547,3.33491,
111.48000,3.37741,2.40293,0.01482,0.00000,0.00000,2.41775,3.37741,
111.65000,3.42295,2.40533,0.01519,0.00000,0.00000,2.42052,3.42295,
111.77000,3.46773,2.40703,0.01545,0.00000,0.00000,2.42249,3.46773,
112.18000,3.50955,2.41284,0.01639,0.00000,0.00000,2.42923,3.50955,
112.45000,3.54736,2.41667,0.01704,0.00000,0.00000,2.43371,3.54736,
112.30000,3.58068,2.41454,0.01668,0.00000,0.00000,2.43122,3.58068,
112.87000,3.60955,2.42263,0.01810,0.00000,0.00000,2.44074,3.60955,
113.58000,3.63477,2.43273,0.02004,0.00000,0.00000,2.45277,3.63477,
113.72000,3.65854,2.43473,0.02044,0.00000,0.00000,2.45517,3.65854,
114.15000,3.68455,2.44086,0.02174,0.00000,0.00000,2.46260,3.68455,
114.43000,3.71646,2.44486,0.02262,0.00000,0.00000,2.46748,3.71646,
114.62000,3.75531,2.44757,0.02324,0.00000,0.00000,2.47081,3.75531,
114.75000,3.79736,2.44943,0.02367,0.00000,0.00000,2.47310,3.79736,
115.16000,3.83455,2.45530,0.02509,0.00000,0.00000,2.48039,3.83455,
115.44000,3.85854,2.45931,0.02610,0.00000,0.00000,2.48541,3.85854,
115.63000,3.86568,2.46204,0.02681,0.00000,0.00000,2.48884,3.86568,
115.75000,3.85955,2.46376,0.02727,0.00000,0.00000,2.49102,3.85955,
116.50000,3.84977,2.47454,0.03030,0.00000,0.00000,2.50484,3.84977,
117.00000,3.84736,2.48174,0.03250,0.00000,0.00000,2.51424,3.84736,
118.00000,3.85918,2.49618,0.03737,0.00000,0.00000,2.53355,3.85918,
118.33000,3.88491,2.50095,0.03912,0.00000,0.00000,2.54008,3.88491,
118.56000,3.91809,2.50429,0.04039,0.00000,0.00000,2.54468,3.91809,
119.04000,3.95023,2.51125,0.04317,0.00000,0.00000,2.55442,3.95023,
118.69000,3.97500,2.50617,0.04113,0.00000,0.00000,2.54730,3.97500,
119.13000,3.99059,2.51256,0.04371,0.00000,0.00000,2.55627,3.99059,
119.75000,4.00000,2.52157,0.04761,0.00000,0.00000,2.56918,4.00000,
120.17000,4.00941,2.52769,0.05044,0.00000,0.00000,2.57813,4.00941,
120.78000,4.02536,2.53660,0.05484,0.00000,0.00000,2.59144,4.02536,
121.19000,4.05241,2.54259,0.05800,0.00000,0.00000,2.60059,4.05241,
121.46000,4.09168,2.54655,0.06017,0.00000,0.00000,2.60672,4.09168,
121.64000,4.14045,2.54918,0.06167,0.00000,0.00000,2.61085,4.14045,
122.09000,4.19286,2.55579,0.06555,0.00000,0.00000,2.62134,4.19286,
122.39000,4.24168,2.56019,0.06827,0.00000,0.00000,2.62846,4.24168,
122.60000,4.28090,2.56328,0.07024,0.00000,0.00000,2.63352,4.28090,
123.40000,4.30832,2.57507,0.07823,0.00000,0.00000,2.65330,4.30832,
123.27000,4.32623,2.57315,0.07688,0.00000,0.00000,2.65003,4.32623,
123.51000,4.34045,2.57669,0.07940,0.00000,0.00000,2.65609,4.34045,
124.01000,4.35795,2.58408,0.08490,0.00000,0.00000,2.66898,4.35795,
124.67000,4.38314,2.59386,0.09272,0.00000,0.00000,2.68658,4.38314,
125.11000,4.41486,2.60039,0.09831,0.00000,0.00000,2.69869,4.41486,
125.41000,4.44576,2.60485,0.10230,0.00000,0.00000,2.70714,4.44576,
125.94000,4.46441,2.61274,0.10972,0.00000,0.00000,2.72246,4.46441,
125.96000,4.46059,2.61304,0.11001,0.00000,0.00000,2.72304,4.46059,
126.31000,4.43149,2.61826,0.11520,0.00000,0.00000,2.73345,4.43149,
126.54000,4.38441,2.62169,0.11873,0.00000,0.00000,2.74042,4.38441,
126.69000,4.33432,2.62393,0.12109,0.00000,0.00000,2.74502,4.33432,
127.13000,4.29750,2.63051,0.12827,0.00000,0.00000,2.75878,4.29750,
127.75000,4.28418,2.63981,0.13906,0.00000,0.00000,2.77887,4.28418,
127.50000,4.29432,2.63606,0.13461,0.00000,0.00000,2.77067,4.29432,
128.33000,4.31809,2.64852,0.14992,0.00000,0.00000,2.79844,4.31809,
128.89000,4.34118,2.65696,0.16115,0.00000,0.00000,2.81811,4.34118,
129.26000,4.35264,2.66254,0.16899,0.00000,0.00000,2.83153,4.35264,
129.84000,4.35023,2.67131,0.18200,0.00000,0.00000,2.85331,4.35023,
130.23000,4.34045,2.67722,0.19126,0.00000,0.00000,2.86848,4.34045,
130.48000,4.33432,2.68101,0.19742,0.00000,0.00000,2.87843,4.33432,
130.66000,4.34182,2.68374,0.20197,0.00000,0.00000,2.88572,4.34182,
130.77000,4.36736,2.68541,0.20480,0.00000,0.00000,2.89022,4.36736,
131.51000,4.40786,2.69668,0.22479,0.00000,0.00000,2.92146,4.40786,
132.01000,4.45469,2.70431,0.23928,0.00000,0.00000,2.94359,4.45469,
132.01000,4.49759,2.70431,0.23928,0.00000,0.00000,2.94359,4.49759,
132.67000,4.52826,2.71440,0.25972,0.00000,0.00000,2.97412,4.52826,
132.78000,4.54191,2.71608,0.26327,0.00000,0.00000,2.97936,4.54191,
133.19000,4.53714,2.72237,0.27691,0.00000,0.00000,2.99928,4.53714,
133.79000,4.51613,2.73159,0.29802,0.00000,0.00000,3.02961,4.51613,
133.86000,4.48514,2.73267,0.30057,0.00000,0.00000,3.03324,4.48514,
134.24000,4.45387,2.73852,0.31478,0.00000,0.00000,3.05331,4.45387,
134.49000,4.43368,2.74238,0.32445,0.00000,0.00000,3.06683,4.43368,
135.00000,4.43455,2.75026,0.34499,0.00000,0.00000,3.09525,4.43455,
135.33000,4.46078,2.75537,0.35889,0.00000,0.00000,3.11426,4.46078,
135.55000,4.50868,2.75878,0.36842,0.00000,0.00000,3.12720,4.50868,
136.04000,4.56773,2.76639,0.39044,0.00000,0.00000,3.15683,4.56773,
136.69000,4.62382,2.77650,0.42141,0.00000,0.00000,3.19791,4.62382,
137.46000,4.66363,2.78852,0.46078,0.00000,0.00000,3.24930,4.66363,
